Year,USA (New York),Africa_Eastern (Nairobi),Africa_Northern (Cairo),Africa_Southern (Johannesburg),Africa_Western (Lagos),Australia_NZ (Sydney),Brazil (São Paulo),Canada (Toronto),Central_America_Caribbean (Mexico City),Central_Asia (Almaty),China (Shanghai),EU_12 (Warsaw),EU_15 (Paris),Europe_Eastern (Kiev),Europe_Non_EU (Belgrade),European_Free_Trade (Oslo),India (Mumbai),Indonesia (Jakarta),Japan (Tokyo),Mexico (Guadalajara),Middle_East (Riyadh),Pakistan (Karachi),Russia (Moscow),South_Africa (Cape Town),South_America_Northern (Bogotá),South_America_Southern (Buenos Aires),South_Asia (Dhaka),South_Korea (Seoul),Southeast_Asia (Bangkok),Taiwan (Taipei),Argentina (Córdoba),Colombia (Medellín)
2041,851.2281785322051,908.1319421089519,1856.0781014829327,698.5358349773867,3386.11532911033,341.18393274144296,930.6931033669216,733.3933138519975,15.045592734109166,74.36831367002279,1415.6636134358735,251.12012646152397,320.40188346870667,399.6334124884697,695.5428110040023,0.0,3344.631075966775,3678.7004689536034,1162.5780021344942,789.04614130529,3038.514565622576,3281.6197458550973,131.46536240585846,367.6284918803622,690.167529265094,1270.5796401186547,3463.665067316956,699.275532768951,3243.8671471082225,1942.0216954399743,1508.1575368617039,1262.802856976647
2042,850.4710882181835,959.8422633698816,1933.5156561663284,736.4161979936357,3400.150989570149,364.18576307326964,983.8659178134137,801.6836623919834,34.433460195871625,99.40920301184781,1377.4007276338994,269.4943357101036,327.7689779148384,434.4826006263567,813.9975696058085,2.2049554567908727,3343.866441111515,3699.248180084176,1159.919271148099,858.9215887554458,2970.3307172318378,3294.885617099405,173.25696560014362,383.4819301908071,667.5862998506041,1266.4239857215039,3608.8403130393526,690.7524465014195,3248.041528405236,1953.1432370168516,1516.6373328587956,1221.8209497773967
2043,976.7699271627022,924.9176025374406,1934.061793951152,737.4911920290797,3411.5748463999776,379.90530068482263,977.9899116104561,771.1167417725555,21.96676548512848,128.35942830465999,1464.2446374159567,316.8435261105428,301.4908203134826,514.2069348839914,819.3413115096589,0.0,3360.9689755620093,3714.4978268931573,1237.4867486219377,803.0639811411083,3073.4919070447118,3271.7602777620264,213.19965802209222,379.86754898541983,701.4810609563061,1276.53775107974,3480.2116400438144,781.8267580904337,3308.7034461039507,1919.2026010704133,1508.2892355325284,1287.861606339435
2044,904.4988732999176,959.9750583411004,1812.8460168507715,755.770549826127,3407.284171631023,339.06298578506625,941.827645308518,813.2095592045526,46.043140900327046,116.53256353051884,1465.7470663803701,262.4553579917901,353.63293893411173,391.29083949163186,737.4993210577313,0.0,3364.6033493912432,3719.3472141721845,1189.3475377808916,840.4523780585132,2920.2209943426965,3317.6363967627804,107.58839169035365,371.04236797860113,707.542346881467,1283.5363737015043,3577.330121168681,797.4282616446974,3260.4140280083884,1986.8890048335477,1513.2284607270965,1298.8842629684902
2045,866.7916037899764,940.2069091914165,1938.4821367477432,718.7765653348025,3401.160189952744,398.8316916286936,958.709255089455,768.0091412744719,42.530248627400006,180.60605536271095,1475.1907715799691,346.01399034846037,328.87919528891825,546.6705789447153,850.0287818342196,4.531128958993544,3357.0343483254583,3700.2890004688256,1225.2332857486322,810.4016259080452,3031.625162464458,3275.96643735768,261.16136210484103,394.52329413529515,697.7302230583267,1280.7719427183692,3524.296576048365,773.4562013308114,3249.0397510426474,1934.2130835562057,1515.1743271008136,1270.3388106255695
2046,886.713624313249,984.134515896709,1928.405104610055,716.7561601649251,3430.9888355832877,357.34612003033084,961.1402713159924,741.3661923199774,37.0789348803757,151.70129295216253,1550.9572783181043,333.49518326548076,354.90996571020236,469.4879010608996,790.1708206213287,2.9463222522826173,3415.9375631192875,3725.959762596456,1260.9186963171253,886.0576683987157,3086.950312645954,3387.963420273435,223.68834657400834,380.68534809750133,716.287040657165,1348.2484806377763,3602.8380940159054,835.7735632847318,3305.534013425959,2044.2768110903078,1581.1856538429047,1282.2834689812464
2047,838.9313733184119,985.175502883791,1882.0104418043836,761.7419919814021,3450.5896790108086,405.194561321188,1011.856552319542,729.1481105543002,56.98916107235195,63.459137229802124,1535.578608654733,334.44463868564657,325.14514343699744,474.6286454970224,771.6532716477187,0.0,3396.9351479238762,3738.810543073423,1225.2614893508085,880.7712184186906,3028.085518728115,3335.4750155015386,229.60888886017108,407.19739122573174,763.0159572794566,1321.0433233397887,3649.7374640217163,768.6758520670094,3303.136987022309,2002.026004736015,1533.3544707021508,1306.6923233410478
2048,915.4202666100932,1003.1786024362617,1923.6392966810513,767.2398829935264,3463.142384774582,420.29859388275094,1084.9383591345081,831.3309159706857,54.34041207902115,80.27159951206794,1518.9308077436247,329.3788147086379,337.76173652048845,536.299595523944,899.8602034974298,0.0,3448.8400613019003,3750.0892524584438,1246.9638256934406,877.3863597160224,3038.450583085677,3364.645435345134,175.61621797601765,406.7086559465487,736.8772232255849,1306.7497446073567,3609.4816536980106,785.5706236452163,3317.5087810573646,2056.8684135053845,1536.3584435216721,1304.3498847916992
2049,955.5417663507357,991.4018911081002,1916.8293677493546,776.3729183674027,3467.143554488915,375.51971127134493,1019.3059509215082,857.1886923054483,37.97809241902164,114.73231211207255,1481.0538291690193,321.6375961968833,340.53460944962046,534.1005758925348,922.4476524819809,1.8486924665364035,3422.510914412876,3753.8362600614228,1232.2961386871903,854.0585259809584,3092.3372070013006,3390.077548269547,263.0391338464503,400.19616223184624,759.2422526207087,1346.3135190603157,3550.6005304966807,790.1579074795909,3322.897721653358,2004.893714167583,1580.1217414787836,1296.249429524836
2050,821.172122652175,994.5262513780062,1993.8914387756868,794.4546238430037,3474.044624011545,371.9067166075935,1046.8701579223064,741.7425303585962,52.44667315004732,124.36395518882094,1469.9854157558946,306.7951070835715,394.67696812696914,499.29724671038014,822.4225169736017,0.0,3438.055532168499,3749.663737885099,1212.6464682557748,890.1114856724234,3187.4877045803187,3401.7805296870465,159.48753788684888,391.66564670618504,780.1317100151579,1392.9321842943339,3643.0365336560835,764.1927864021004,3313.3598251941603,1992.4122931558306,1613.557515282694,1327.3472029194265
