Year,USA (New York),Africa_Eastern (Nairobi),Africa_Northern (Cairo),Africa_Southern (Johannesburg),Africa_Western (Lagos),Australia_NZ (Sydney),Brazil (São Paulo),Canada (Toronto),Central_America_Caribbean (Mexico City),Central_Asia (Almaty),China (Shanghai),EU_12 (Warsaw),EU_15 (Paris),Europe_Eastern (Kiev),Europe_Non_EU (Belgrade),European_Free_Trade (Oslo),India (Mumbai),Indonesia (Jakarta),Japan (Tokyo),Mexico (Guadalajara),Middle_East (Riyadh),Pakistan (Karachi),Russia (Moscow),South_Africa (Cape Town),South_America_Northern (Bogotá),South_America_Southern (Buenos Aires),South_Asia (Dhaka),South_Korea (Seoul),Southeast_Asia (Bangkok),Taiwan (Taipei),Argentina (Córdoba),Colombia (Medellín)
2030,2709.5382424941495,11.28123118866798,648.7719014199201,776.1535869445767,0.0,1175.9161500552118,249.6348337110968,4011.8380531332677,1186.6481300151622,4501.7490049461485,1670.7401514441863,3495.968274155164,2358.8126820341777,3815.357176759299,2615.4588506432497,5561.989984271747,0.0,0.0,1324.752407343389,217.59220276300667,477.1331472956047,0.0,5195.631919155535,803.5067967580667,14.13700937094745,712.1637023137869,0.8579174502041471,3068.8773960450803,0.0,283.76105511500487,689.60075667423,0.0
2031,2627.9003809329547,11.530526079503058,524.296061610693,780.918250484719,0.0,1128.8361549599028,240.82915350663814,3903.8269755135548,1156.2377835154311,4499.973981511643,1698.9491444625246,3483.3542358157583,2277.086736932379,3812.943590502316,2410.6791746807703,5470.657880021765,0.0,0.0,1359.9081330942865,244.88497602684427,451.6699796540732,0.0,5269.946537210465,767.8846533625463,9.449073858832861,720.4255140797701,0.0,3135.4723300203314,0.0,283.4943970311464,696.6721024129644,0.0
2032,2624.1089851070737,8.248772131279482,623.6804030986043,777.7194395264959,0.0,1149.8948884477707,231.64407654423758,3890.0819478050753,1107.35239222784,4454.55881367392,1640.4960232173353,3292.2981868371685,2168.0568628190586,3761.8064109014094,2505.6933967223194,5165.655075560487,0.0,0.0,1327.2282133761034,211.25095655759927,452.74497437808276,0.0,5011.877494785873,813.8122875063017,4.3383075304851895,697.492548819665,0.8323301262558229,3075.977096781492,0.0,251.10592497615193,684.7105687810581,0.0
2033,2540.9635211188775,11.868874805708959,667.8723574602496,778.4975973497342,0.0,1133.8685950335437,254.8452242839519,3801.867767914125,1112.8995948547968,4403.8304136858005,1629.9055470909893,3284.4766470341806,2164.3994460701897,3610.591239246656,2477.1745131048974,5279.321612083182,0.0,0.0,1291.3728794957499,225.08509296088474,493.1816807739932,0.0,5000.549895322944,805.0563504072434,6.159253420211254,679.0587116999377,0.6353424841994194,3030.3748027428487,0.0,252.30384901003396,677.794890266071,0.0
2034,2685.9561119496443,5.718218107951027,573.011442991127,741.841845516487,0.0,1123.5770192244006,194.37850523072615,3929.970978104364,1141.1837396752783,4400.121907957105,1654.4506436094234,3406.255518055531,2240.511767617784,3694.9294848979025,2382.7518044109147,5361.3983424222415,0.0,0.0,1305.2110375018826,235.87083281871892,471.29677151729874,0.0,5242.700615644558,766.2814371670645,3.666294278758876,650.9600897687652,0.0,3060.602866614499,0.0,251.8386041233508,653.8281590751144,0.0
2035,2593.085500837325,7.456416682323845,580.9185998087529,772.0520889816071,0.0,1148.0515883047656,217.04350811043892,3853.710849355358,1091.9494406093768,4468.157868598459,1650.189189228101,3274.9948214265064,2250.6676224462167,3591.1247953555703,2338.3568373334992,5184.864374630501,0.0,0.0,1295.966646153272,206.06902581038625,435.7892398564662,0.0,4976.800683808578,764.3394931379514,0.0,695.182194175036,0.0,3095.4201338971857,0.0,267.6157605910348,682.1522962189545,0.0
2036,2504.5425378334453,5.482646053167816,613.3339740362842,756.3750409403038,0.0,1105.661655125956,186.02642056759933,3657.717654348581,1092.6875372713419,4400.901597328058,1652.338600920861,3423.0839085097323,2239.822928845137,3747.2196242429604,2508.5411504258736,5369.650604729286,0.0,0.0,1335.2120581516374,208.40637355442075,433.59871601155675,0.0,5230.994748914629,767.9793343540697,0.485752203094395,659.6843411283618,1.6885570136879573,3090.5244789465823,0.0,280.7460133672424,663.7731973677745,0.0
2037,2606.151242640517,6.805684663345353,608.9199099618685,763.7990495799819,0.0,1141.7991253573937,206.33183119571888,3857.52207815359,1085.8331298952014,4472.469957024562,1636.9358748187728,3368.536131420023,2266.180716714064,3715.6952116686707,2429.1266309174107,5203.978717166276,0.0,0.0,1267.0664577558196,173.28590523589426,418.6384598336073,0.0,5211.392402576248,751.276183432328,1.5391824771490823,672.4867931230846,0.0,3037.837607546539,0.0,238.2243474103349,655.0123646857504,0.0
2038,2617.5483117221306,0.7909679464069669,556.3553044354874,748.6874045086499,0.0,1151.3009987765975,216.01764510896408,3907.0626653412364,1110.5884453434417,4382.557873073536,1609.7983033992366,3294.94556486595,2250.446169139384,3606.6890016423044,2309.7522485451163,5196.7195625770455,0.0,0.0,1264.7994130701284,185.5078740099615,421.94256377495003,0.0,5121.333691081331,762.2989822877074,8.587727092039584,642.6569572918587,0.4620810732967295,3022.5100395460577,0.0,250.5772847003029,631.3899737629973,0.0
2039,2555.9372644446403,0.0,606.0080906591429,710.1967655594766,0.0,1112.1995495349213,190.96187693048233,3771.2965393424843,1056.593653405842,4401.895674744584,1605.741738777056,3306.3387018271837,2204.140292992363,3649.4638167246817,2356.325840016114,5345.184428792109,0.0,0.0,1279.369980438899,188.31204041190443,461.39955954722046,0.0,5144.96414109539,760.3179180327677,0.3378518377995118,662.9497124172598,0.0,3045.9808533626647,0.0,225.4639828960583,658.3705809987149,0.0
